========================================================================
MD-Hill-SPN LINEAR-BIAS PROBE  (Revision 3, Cauchy MDS)
========================================================================
Timestamp  : 20260707_100928
Platform   : Windows-11-10.0.26200-SP0  Python 3.14.3
Rounds     : 12
Trials     : 500 random mask pairs
Samples    : 50000 plaintexts per trial
Threshold  : 1/sqrt(N) = 0.00447  (= 2 SE; null exceedance ~4.55%)
Key        : Argon2id (t=3, m=65536 KiB, p=2, l=32)
password  : 6c5c9fa80b694efc1f7e00baecc3cc7514f16d9db92925b9
salt      : 1afebd94c5cfcff0be62b8ad41cbbc51
Log file   : mdhill_linear_r12_20260707_100928.txt
CSV file   : mdhill_linear_r12_20260707_100928.csv

trial   1: prob=0.500220  abs_bias=0.000220  z= +0.10
trial   2: prob=0.500680  abs_bias=0.000680  z= +0.30
trial   3: prob=0.501720  abs_bias=0.001720  z= +0.77
trial   4: prob=0.497880  abs_bias=0.002120  z= -0.95
trial   5: prob=0.501480  abs_bias=0.001480  z= +0.66
trial   6: prob=0.497560  abs_bias=0.002440  z= -1.09
trial   7: prob=0.501420  abs_bias=0.001420  z= +0.64
trial   8: prob=0.496720  abs_bias=0.003280  z= -1.47
trial   9: prob=0.503160  abs_bias=0.003160  z= +1.41
trial  10: prob=0.500700  abs_bias=0.000700  z= +0.31
trial  11: prob=0.499780  abs_bias=0.000220  z= -0.10
trial  12: prob=0.503260  abs_bias=0.003260  z= +1.46
trial  13: prob=0.496300  abs_bias=0.003700  z= -1.65
trial  14: prob=0.503380  abs_bias=0.003380  z= +1.51
trial  15: prob=0.500900  abs_bias=0.000900  z= +0.40
trial  16: prob=0.499880  abs_bias=0.000120  z= -0.05
trial  17: prob=0.498060  abs_bias=0.001940  z= -0.87
trial  18: prob=0.498740  abs_bias=0.001260  z= -0.56
trial  19: prob=0.498680  abs_bias=0.001320  z= -0.59
trial  20: prob=0.499240  abs_bias=0.000760  z= -0.34
trial  21: prob=0.499720  abs_bias=0.000280  z= -0.13
trial  22: prob=0.494220  abs_bias=0.005780  z= -2.58  *** EXCEEDS THRESHOLD ***
trial  23: prob=0.499640  abs_bias=0.000360  z= -0.16
trial  24: prob=0.500020  abs_bias=0.000020  z= +0.01
trial  25: prob=0.498540  abs_bias=0.001460  z= -0.65
trial  26: prob=0.497580  abs_bias=0.002420  z= -1.08
trial  27: prob=0.498820  abs_bias=0.001180  z= -0.53
trial  28: prob=0.497420  abs_bias=0.002580  z= -1.15
trial  29: prob=0.504040  abs_bias=0.004040  z= +1.81
trial  30: prob=0.502340  abs_bias=0.002340  z= +1.05
trial  31: prob=0.500460  abs_bias=0.000460  z= +0.21
trial  32: prob=0.506880  abs_bias=0.006880  z= +3.08  *** EXCEEDS THRESHOLD ***
trial  33: prob=0.498420  abs_bias=0.001580  z= -0.71
trial  34: prob=0.497080  abs_bias=0.002920  z= -1.31
trial  35: prob=0.499160  abs_bias=0.000840  z= -0.38
trial  36: prob=0.499560  abs_bias=0.000440  z= -0.20
trial  37: prob=0.501760  abs_bias=0.001760  z= +0.79
trial  38: prob=0.497540  abs_bias=0.002460  z= -1.10
trial  39: prob=0.501320  abs_bias=0.001320  z= +0.59
trial  40: prob=0.497560  abs_bias=0.002440  z= -1.09
trial  41: prob=0.500280  abs_bias=0.000280  z= +0.13
trial  42: prob=0.502120  abs_bias=0.002120  z= +0.95
trial  43: prob=0.500420  abs_bias=0.000420  z= +0.19
trial  44: prob=0.501620  abs_bias=0.001620  z= +0.72
trial  45: prob=0.500360  abs_bias=0.000360  z= +0.16
trial  46: prob=0.499820  abs_bias=0.000180  z= -0.08
trial  47: prob=0.499480  abs_bias=0.000520  z= -0.23
trial  48: prob=0.497680  abs_bias=0.002320  z= -1.04
trial  49: prob=0.501140  abs_bias=0.001140  z= +0.51
trial  50: prob=0.500960  abs_bias=0.000960  z= +0.43
  -- 50/500 trials · exceedance 2/50 = 4.0% · max |bias| 0.006880 --
trial  51: prob=0.501700  abs_bias=0.001700  z= +0.76
trial  52: prob=0.501800  abs_bias=0.001800  z= +0.80
trial  53: prob=0.499300  abs_bias=0.000700  z= -0.31
trial  54: prob=0.497540  abs_bias=0.002460  z= -1.10
trial  55: prob=0.498020  abs_bias=0.001980  z= -0.89
trial  56: prob=0.498720  abs_bias=0.001280  z= -0.57
trial  57: prob=0.499360  abs_bias=0.000640  z= -0.29
trial  58: prob=0.504100  abs_bias=0.004100  z= +1.83
trial  59: prob=0.502280  abs_bias=0.002280  z= +1.02
trial  60: prob=0.500980  abs_bias=0.000980  z= +0.44
trial  61: prob=0.500840  abs_bias=0.000840  z= +0.38
trial  62: prob=0.498420  abs_bias=0.001580  z= -0.71
trial  63: prob=0.498820  abs_bias=0.001180  z= -0.53
trial  64: prob=0.500840  abs_bias=0.000840  z= +0.38
trial  65: prob=0.501680  abs_bias=0.001680  z= +0.75
trial  66: prob=0.506420  abs_bias=0.006420  z= +2.87  *** EXCEEDS THRESHOLD ***
trial  67: prob=0.501320  abs_bias=0.001320  z= +0.59
trial  68: prob=0.498660  abs_bias=0.001340  z= -0.60
trial  69: prob=0.499500  abs_bias=0.000500  z= -0.22
trial  70: prob=0.499160  abs_bias=0.000840  z= -0.38
trial  71: prob=0.501340  abs_bias=0.001340  z= +0.60
trial  72: prob=0.501900  abs_bias=0.001900  z= +0.85
trial  73: prob=0.502460  abs_bias=0.002460  z= +1.10
trial  74: prob=0.497640  abs_bias=0.002360  z= -1.06
trial  75: prob=0.497980  abs_bias=0.002020  z= -0.90
trial  76: prob=0.500720  abs_bias=0.000720  z= +0.32
trial  77: prob=0.497540  abs_bias=0.002460  z= -1.10
trial  78: prob=0.500440  abs_bias=0.000440  z= +0.20
trial  79: prob=0.498200  abs_bias=0.001800  z= -0.80
trial  80: prob=0.499260  abs_bias=0.000740  z= -0.33
trial  81: prob=0.497500  abs_bias=0.002500  z= -1.12
trial  82: prob=0.502040  abs_bias=0.002040  z= +0.91
trial  83: prob=0.501940  abs_bias=0.001940  z= +0.87
trial  84: prob=0.498260  abs_bias=0.001740  z= -0.78
trial  85: prob=0.499740  abs_bias=0.000260  z= -0.12
trial  86: prob=0.501780  abs_bias=0.001780  z= +0.80
trial  87: prob=0.496860  abs_bias=0.003140  z= -1.40
trial  88: prob=0.501240  abs_bias=0.001240  z= +0.55
trial  89: prob=0.499580  abs_bias=0.000420  z= -0.19
trial  90: prob=0.499560  abs_bias=0.000440  z= -0.20
trial  91: prob=0.499840  abs_bias=0.000160  z= -0.07
trial  92: prob=0.496220  abs_bias=0.003780  z= -1.69
trial  93: prob=0.497120  abs_bias=0.002880  z= -1.29
trial  94: prob=0.497880  abs_bias=0.002120  z= -0.95
trial  95: prob=0.498240  abs_bias=0.001760  z= -0.79
trial  96: prob=0.500140  abs_bias=0.000140  z= +0.06
trial  97: prob=0.501860  abs_bias=0.001860  z= +0.83
trial  98: prob=0.503580  abs_bias=0.003580  z= +1.60
trial  99: prob=0.495960  abs_bias=0.004040  z= -1.81
trial 100: prob=0.498180  abs_bias=0.001820  z= -0.81
  -- 100/500 trials · exceedance 3/100 = 3.0% · max |bias| 0.006880 --
trial 101: prob=0.503400  abs_bias=0.003400  z= +1.52
trial 102: prob=0.492960  abs_bias=0.007040  z= -3.15  *** EXCEEDS THRESHOLD ***
trial 103: prob=0.501320  abs_bias=0.001320  z= +0.59
trial 104: prob=0.502360  abs_bias=0.002360  z= +1.06
trial 105: prob=0.495900  abs_bias=0.004100  z= -1.83
trial 106: prob=0.500120  abs_bias=0.000120  z= +0.05
trial 107: prob=0.499640  abs_bias=0.000360  z= -0.16
trial 108: prob=0.500020  abs_bias=0.000020  z= +0.01
trial 109: prob=0.498440  abs_bias=0.001560  z= -0.70
trial 110: prob=0.503740  abs_bias=0.003740  z= +1.67
trial 111: prob=0.500180  abs_bias=0.000180  z= +0.08
trial 112: prob=0.500580  abs_bias=0.000580  z= +0.26
trial 113: prob=0.500480  abs_bias=0.000480  z= +0.21
